PreSens Measurement Studio 2,,,,,,,,,,,,,,,,,,,,,,,,
Id,Date,Time,Sensor,Calibration,User,delta_t,Time_Unit,Value,Oxygen Unit,Temperature,Temperature Unit,Pressure,Pressure Unit,Mode,Salinity [pmil],User Signal Intensity,Error,Error Code,Phase [°],Amplitude [µV],Reference Amplitude [µV],Signal LED Current,Reference LED Current,Battery [V]
4847,2008-08-20 0:00,3:32:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,1.8,min,8.408,ppm (mg/L),14.604,°C,1028,hPa,Humid,0,0,,0,29.986,47797,49787.33,7,2500,#N/A
4851,2008-08-20 0:00,3:32:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,1.849,min,8.414,ppm (mg/L),14.586,°C,1028,hPa,Humid,0,0,,0,29.985,47794,49785.41,7,2500,#N/A
4855,2008-08-20 0:00,3:32:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,1.9,min,8.397,ppm (mg/L),14.611,°C,1028,hPa,Humid,0,0,,0,29.997,47797,49785.34,7,2500,#N/A
4859,2008-08-20 0:00,3:32:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,1.95,min,8.404,ppm (mg/L),14.598,°C,1028,hPa,Humid,0,0,,0,29.994,47792,49787.48,7,2500,#N/A
4863,2008-08-20 0:00,3:32:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,1.999,min,8.413,ppm (mg/L),14.598,°C,1028,hPa,Humid,0,0,,0,29.982,47796,49788.96,7,2500,#N/A
4867,2008-08-20 0:00,3:32:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,2.05,min,8.398,ppm (mg/L),14.604,°C,1028,hPa,Humid,0,0,,0,29.999,47795,49788.53,7,2500,#N/A
4871,2008-08-20 0:00,3:32:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,2.1,min,8.404,ppm (mg/L),14.598,°C,1028,hPa,Humid,0,0,,0,29.994,47793,49786.77,7,2500,#N/A
4875,2008-08-20 0:00,3:32:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,2.15,min,8.414,ppm (mg/L),14.586,°C,1028,hPa,Humid,0,0,,0,29.986,47791,49780.92,7,2500,#N/A
4879,2008-08-20 0:00,3:32:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,2.2,min,8.41,ppm (mg/L),14.598,°C,1028,hPa,Humid,0,0,,0,29.986,47792,49789.09,7,2500,#N/A
4883,2008-08-20 0:00,3:32:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,2.25,min,8.403,ppm (mg/L),14.623,°C,1028,hPa,Humid,0,0,,0,29.984,47788,49786.57,7,2500,#N/A
4887,2008-08-20 0:00,3:32:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,2.3,min,8.4,ppm (mg/L),14.629,°C,1028,hPa,Humid,0,0,,0,29.985,47787,49783.96,7,2500,#N/A
4891,2008-08-20 0:00,3:32:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,2.35,min,8.395,ppm (mg/L),14.635,°C,1028,hPa,Humid,0,0,,0,29.99,47783,49788.11,7,2500,#N/A
4895,2008-08-20 0:00,3:33:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,2.4,min,8.398,ppm (mg/L),14.635,°C,1028,hPa,Humid,0,0,,0,29.986,47789,49782.35,7,2500,#N/A
4899,2008-08-20 0:00,3:33:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,2.45,min,8.399,ppm (mg/L),14.648,°C,1028,hPa,Humid,0,0,,0,29.979,47788,49786.79,7,2500,#N/A
4903,2008-08-20 0:00,3:33:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,2.5,min,8.391,ppm (mg/L),14.654,°C,1028,hPa,Humid,0,0,,0,29.987,47789,49781.67,7,2500,#N/A
4907,2008-08-20 0:00,3:33:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,2.55,min,8.397,ppm (mg/L),14.629,°C,1028,hPa,Humid,0,0,,0,29.989,47789,49786.21,7,2500,#N/A
4911,2008-08-20 0:00,3:33:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,2.6,min,8.407,ppm (mg/L),14.611,°C,1028,hPa,Humid,0,0,,0,29.984,47789,49779.97,7,2500,#N/A
4915,2008-08-20 0:00,3:33:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,2.65,min,8.41,ppm (mg/L),14.611,°C,1028,hPa,Humid,0,0,,0,29.981,47789,49779.58,7,2500,#N/A
4919,2008-08-20 0:00,3:33:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,2.7,min,8.401,ppm (mg/L),14.617,°C,1028,hPa,Humid,0,0,,0,29.99,47783,49778.44,7,2500,#N/A
4923,2008-08-20 0:00,3:33:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,2.749,min,8.403,ppm (mg/L),14.611,°C,1028,hPa,Humid,0,0,,0,29.99,47787,49784.06,7,2500,#N/A
4927,2008-08-20 0:00,3:33:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,2.8,min,8.4,ppm (mg/L),14.635,°C,1028,hPa,Humid,0,0,,0,29.983,47781,49784.33,7,2500,#N/A
4931,2008-08-20 0:00,3:33:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,2.85,min,8.404,ppm (mg/L),14.598,°C,1028,hPa,Humid,0,0,,0,29.994,47782,49781.97,7,2500,#N/A
4935,2008-08-20 0:00,3:33:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,2.899,min,8.403,ppm (mg/L),14.623,°C,1028,hPa,Humid,0,0,,0,29.984,47783,49781.48,7,2500,#N/A
4939,2008-08-20 0:00,3:33:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,2.95,min,8.406,ppm (mg/L),14.617,°C,1028,hPa,Humid,0,0,,0,29.983,47781,49781.05,7,2500,#N/A
4943,2008-08-20 0:00,3:33:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,3,min,8.405,ppm (mg/L),14.623,°C,1028,hPa,Humid,0,0,,0,29.982,47782,49780.7,7,2500,#N/A
4947,2008-08-20 0:00,3:33:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,3.049,min,8.4,ppm (mg/L),14.611,°C,1028,hPa,Humid,0,0,,0,29.994,47787,49781.48,7,2500,#N/A
4951,2008-08-20 0:00,3:33:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,3.1,min,8.394,ppm (mg/L),14.654,°C,1028,hPa,Humid,0,0,,0,29.983,47785,49777.48,7,2500,#N/A
4955,2008-08-20 0:00,3:33:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,3.15,min,8.402,ppm (mg/L),14.629,°C,1028,hPa,Humid,0,0,,0,29.983,47781,49786.09,7,2500,#N/A
4959,2008-08-20 0:00,3:33:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,3.199,min,8.394,ppm (mg/L),14.629,°C,1028,hPa,Humid,0,0,,0,29.994,47782,49782.87,7,2500,#N/A
4963,2008-08-20 0:00,3:33:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,3.25,min,8.402,ppm (mg/L),14.623,°C,1028,hPa,Humid,0,0,,0,29.986,47780,49779.39,7,2500,#N/A
4967,2008-08-20 0:00,3:33:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,3.3,min,8.402,ppm (mg/L),14.629,°C,1028,hPa,Humid,0,0,,0,29.983,47779,49782.6,7,2500,#N/A
4971,2008-08-20 0:00,3:33:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,3.349,min,8.396,ppm (mg/L),14.648,°C,1028,hPa,Humid,0,0,,0,29.983,47773,49781.63,7,2500,#N/A
4975,2008-08-20 0:00,3:34:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,3.4,min,8.397,ppm (mg/L),14.641,°C,1028,hPa,Humid,0,0,,0,29.985,47778,49781.72,7,2500,#N/A
4979,2008-08-20 0:00,3:34:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,3.45,min,8.395,ppm (mg/L),14.666,°C,1028,hPa,Humid,0,0,,0,29.976,47778,49779.79,7,2500,#N/A
4983,2008-08-20 0:00,3:34:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,3.5,min,8.405,ppm (mg/L),14.623,°C,1028,hPa,Humid,0,0,,0,29.982,47774,49779.48,7,2500,#N/A
4987,2008-08-20 0:00,3:34:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,3.55,min,8.391,ppm (mg/L),14.66,°C,1028,hPa,Humid,0,0,,0,29.985,47777,49782.01,7,2500,#N/A
4991,2008-08-20 0:00,3:34:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,3.6,min,8.389,ppm (mg/L),14.654,°C,1028,hPa,Humid,0,0,,0,29.99,47777,49780.59,7,2500,#N/A
4995,2008-08-20 0:00,3:34:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,3.65,min,8.391,ppm (mg/L),14.672,°C,1028,hPa,Humid,0,0,,0,29.979,47776,49780.06,7,2500,#N/A
4999,2008-08-20 0:00,3:34:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,3.7,min,8.391,ppm (mg/L),14.66,°C,1028,hPa,Humid,0,0,,0,29.984,47774,49779.37,7,2500,#N/A
5003,2008-08-20 0:00,3:34:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,3.749,min,8.391,ppm (mg/L),14.66,°C,1028,hPa,Humid,0,0,,0,29.984,47775,49778.48,7,2500,#N/A
5007,2008-08-20 0:00,3:34:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,3.8,min,8.392,ppm (mg/L),14.654,°C,1028,hPa,Humid,0,0,,0,29.986,47777,49779.15,7,2500,#N/A
5011,2008-08-20 0:00,3:34:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,3.85,min,8.397,ppm (mg/L),14.641,°C,1028,hPa,Humid,0,0,,0,29.985,47778,49777.99,7,2500,#N/A
5015,2008-08-20 0:00,3:34:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,3.899,min,8.4,ppm (mg/L),14.623,°C,1028,hPa,Humid,0,0,,0,29.988,47778,49781.1,7,2500,#N/A
5019,2008-08-20 0:00,3:34:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,3.95,min,8.395,ppm (mg/L),14.648,°C,1028,hPa,Humid,0,0,,0,29.985,47775,49784.9,7,2500,#N/A
5023,2008-08-20 0:00,3:34:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,4,min,8.387,ppm (mg/L),14.685,°C,1028,hPa,Humid,0,0,,0,29.979,47775,49776.93,7,2500,#N/A
5027,2008-08-20 0:00,3:34:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,4.049,min,8.393,ppm (mg/L),14.672,°C,1028,hPa,Humid,0,0,,0,29.976,47771,49777.97,7,2500,#N/A
5031,2008-08-20 0:00,3:34:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,4.1,min,8.394,ppm (mg/L),14.66,°C,1028,hPa,Humid,0,0,,0,29.98,47776,49776.92,7,2500,#N/A
5035,2008-08-20 0:00,3:34:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,4.15,min,8.395,ppm (mg/L),14.648,°C,1028,hPa,Humid,0,0,,0,29.984,47769,49775.61,7,2500,#N/A
5039,2008-08-20 0:00,3:34:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,4.2,min,8.39,ppm (mg/L),14.678,°C,1028,hPa,Humid,0,0,,0,29.978,47771,49775.12,7,2500,#N/A
5043,2008-08-20 0:00,3:34:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,4.25,min,8.389,ppm (mg/L),14.66,°C,1028,hPa,Humid,0,0,,0,29.987,47767,49780.8,7,2500,#N/A
5047,2008-08-20 0:00,3:34:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,4.3,min,8.392,ppm (mg/L),14.666,°C,1028,hPa,Humid,0,0,,0,29.98,47768,49775.79,7,2500,#N/A
5051,2008-08-20 0:00,3:34:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,4.349,min,8.398,ppm (mg/L),14.648,°C,1028,hPa,Humid,0,0,,0,29.98,47772,49780.77,7,2500,#N/A
5055,2008-08-20 0:00,3:35:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,4.4,min,8.393,ppm (mg/L),14.666,°C,1028,hPa,Humid,0,0,,0,29.979,47763,49780.52,7,2500,#N/A
5059,2008-08-20 0:00,3:35:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,4.45,min,8.396,ppm (mg/L),14.654,°C,1028,hPa,Humid,0,0,,0,29.98,47768,49774.34,7,2500,#N/A
5063,2008-08-20 0:00,3:35:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,4.499,min,8.381,ppm (mg/L),14.697,°C,1028,hPa,Humid,0,0,,0,29.982,47770,49776.92,7,2500,#N/A
5067,2008-08-20 0:00,3:35:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,4.55,min,8.386,ppm (mg/L),14.678,°C,1028,hPa,Humid,0,0,,0,29.983,47765,49779.2,7,2500,#N/A
5071,2008-08-20 0:00,3:35:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,4.6,min,8.387,ppm (mg/L),14.678,°C,1028,hPa,Humid,0,0,,0,29.982,47770,49775.34,7,2500,#N/A
5075,2008-08-20 0:00,3:35:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,4.65,min,8.381,ppm (mg/L),14.709,°C,1028,hPa,Humid,0,0,,0,29.976,47770,49776.01,7,2500,#N/A
5079,2008-08-20 0:00,3:35:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,4.7,min,8.401,ppm (mg/L),14.685,°C,1028,hPa,Humid,0,0,,0,29.961,47771,49776.48,7,2500,#N/A
5083,2008-08-20 0:00,3:35:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,4.75,min,8.388,ppm (mg/L),14.685,°C,1028,hPa,Humid,0,0,,0,29.978,47768,49775.15,7,2500,#N/A
5087,2008-08-20 0:00,3:35:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,4.8,min,8.397,ppm (mg/L),14.672,°C,1028,hPa,Humid,0,0,,0,29.971,47762,49777.98,7,2500,#N/A
5091,2008-08-20 0:00,3:35:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,4.85,min,8.395,ppm (mg/L),14.666,°C,1028,hPa,Humid,0,0,,0,29.977,47770,49778.64,7,2500,#N/A
5095,2008-08-20 0:00,3:35:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,4.9,min,8.401,ppm (mg/L),14.654,°C,1028,hPa,Humid,0,0,,0,29.974,47764,49777.27,7,2500,#N/A
5099,2008-08-20 0:00,3:35:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,4.95,min,8.385,ppm (mg/L),14.672,°C,1028,hPa,Humid,0,0,,0,29.987,47769,49771.14,7,2500,#N/A
5103,2008-08-20 0:00,3:35:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,5,min,8.384,ppm (mg/L),14.691,°C,1028,hPa,Humid,0,0,,0,29.981,47763,49782.84,7,2500,#N/A
5107,2008-08-20 0:00,3:35:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,5.05,min,8.394,ppm (mg/L),14.678,°C,1028,hPa,Humid,0,0,,0,29.972,47766,49776.66,7,2500,#N/A
5111,2008-08-20 0:00,3:35:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,5.1,min,8.384,ppm (mg/L),14.685,°C,1028,hPa,Humid,0,0,,0,29.983,47769,49773.43,7,2500,#N/A
5115,2008-08-20 0:00,3:35:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,5.15,min,8.399,ppm (mg/L),14.654,°C,1028,hPa,Humid,0,0,,0,29.977,47769,49775.53,7,2500,#N/A
5119,2008-08-20 0:00,3:35:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,5.199,min,8.392,ppm (mg/L),14.672,°C,1028,hPa,Humid,0,0,,0,29.978,47766,49775.74,7,2500,#N/A
5123,2008-08-20 0:00,3:35:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,5.25,min,8.384,ppm (mg/L),14.691,°C,1028,hPa,Humid,0,0,,0,29.981,47763,49776.9,7,2500,#N/A
5127,2008-08-20 0:00,3:35:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,5.3,min,8.376,ppm (mg/L),14.697,°C,1028,hPa,Humid,0,0,,0,29.989,47768,49772.23,7,2500,#N/A
5131,2008-08-20 0:00,3:35:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,5.35,min,8.386,ppm (mg/L),14.685,°C,1028,hPa,Humid,0,0,,0,29.981,47764,49776.49,7,2500,#N/A
5135,2008-08-20 0:00,3:36:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,5.4,min,8.389,ppm (mg/L),14.697,°C,1028,hPa,Humid,0,0,,0,29.971,47762,49774.76,7,2500,#N/A
5139,2008-08-20 0:00,3:36:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,5.45,min,8.382,ppm (mg/L),14.709,°C,1028,hPa,Humid,0,0,,0,29.975,47759,49773.85,7,2500,#N/A
5143,2008-08-20 0:00,3:36:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,5.5,min,8.382,ppm (mg/L),14.715,°C,1028,hPa,Humid,0,0,,0,29.973,47765,49773.73,7,2500,#N/A
5147,2008-08-20 0:00,3:36:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,5.55,min,8.377,ppm (mg/L),14.709,°C,1028,hPa,Humid,0,0,,0,29.982,47761,49779.88,7,2500,#N/A
5151,2008-08-20 0:00,3:36:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,5.6,min,8.393,ppm (mg/L),14.715,°C,1028,hPa,Humid,0,0,,0,29.958,47763,49769.17,7,2500,#N/A
5155,2008-08-20 0:00,3:36:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,5.65,min,8.378,ppm (mg/L),14.709,°C,1028,hPa,Humid,0,0,,0,29.98,47764,49772.51,7,2500,#N/A
5159,2008-08-20 0:00,3:36:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,5.7,min,8.368,ppm (mg/L),14.752,°C,1028,hPa,Humid,0,0,,0,29.975,47764,49777.1,7,2500,#N/A
5163,2008-08-20 0:00,3:36:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,5.75,min,8.38,ppm (mg/L),14.709,°C,1028,hPa,Humid,0,0,,0,29.978,47769,49772.29,7,2500,#N/A
5167,2008-08-20 0:00,3:36:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,5.8,min,8.389,ppm (mg/L),14.691,°C,1028,hPa,Humid,0,0,,0,29.974,47767,49773.75,7,2500,#N/A
5171,2008-08-20 0:00,3:36:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,5.85,min,8.386,ppm (mg/L),14.691,°C,1028,hPa,Humid,0,0,,0,29.978,47763,49775.69,7,2500,#N/A
5175,2008-08-20 0:00,3:36:00 PM,Sensor2 (PSt3),2008-08-20 13:27,default,5.899,min,8.392,ppm (mg/L),14.678,°C,1028,hPa,Humid,0,0,,0,29.975,47762,49773.97,7,2500,#N/A
