PreSens Measurement Studio 2,,,,,,,,,,,,,,,,,,,,,,,,
Id,Date,Time,Sensor,Calibration,User,delta_t,Time_Unit,Value,Oxygen Unit,Temperature,Temperature Unit,Pressure,Pressure Unit,Mode,Salinity [pmil],User Signal Intensity,Error,Error Code,Phase [°],Amplitude [µV],Reference Amplitude [µV],Signal LED Current,Reference LED Current,Battery [V]
95,2008-08-20 0:00,1:38:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,1.15,min,81.582,%a.s.,13.211,°C,1028,hPa,Humid,0,0,,0,30.27,47798,45616.96,7,2500,#N/A
99,2008-08-20 0:00,1:38:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,1.2,min,81.569,%a.s.,13.205,°C,1028,hPa,Humid,0,0,,0,30.273,47802,45615.28,7,2500,#N/A
103,2008-08-20 0:00,1:38:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,1.25,min,81.512,%a.s.,13.235,°C,1028,hPa,Humid,0,0,,0,30.275,47796,45616.98,7,2500,#N/A
107,2008-08-20 0:00,1:38:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,1.3,min,81.529,%a.s.,13.223,°C,1028,hPa,Humid,0,0,,0,30.275,47791,45615.78,7,2500,#N/A
111,2008-08-20 0:00,1:38:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,1.351,min,81.574,%a.s.,13.217,°C,1028,hPa,Humid,0,0,,0,30.27,47794,45613.68,7,2500,#N/A
115,2008-08-20 0:00,1:38:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,1.4,min,81.604,%a.s.,13.211,°C,1028,hPa,Humid,0,0,,0,30.267,47795,45618.22,7,2500,#N/A
119,2008-08-20 0:00,1:38:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,1.45,min,81.482,%a.s.,13.279,°C,1028,hPa,Humid,0,0,,0,30.271,47795,45613.56,7,2500,#N/A
123,2008-08-20 0:00,1:38:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,1.5,min,81.467,%a.s.,13.316,°C,1028,hPa,Humid,0,0,,0,30.266,47800,45613.56,7,2500,#N/A
127,2008-08-20 0:00,1:38:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,1.55,min,81.406,%a.s.,13.334,°C,1028,hPa,Humid,0,0,,0,30.271,47794,45621.21,7,2500,#N/A
131,2008-08-20 0:00,1:38:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,1.6,min,81.478,%a.s.,13.334,°C,1028,hPa,Humid,0,0,,0,30.261,47791,45608.44,7,2500,#N/A
135,2008-08-20 0:00,1:38:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,1.65,min,81.403,%a.s.,13.346,°C,1028,hPa,Humid,0,0,,0,30.269,47792,45610.33,7,2500,#N/A
139,2008-08-20 0:00,1:38:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,1.7,min,81.394,%a.s.,13.359,°C,1028,hPa,Humid,0,0,,0,30.268,47788,45614.98,7,2500,#N/A
143,2008-08-20 0:00,1:39:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,1.75,min,81.454,%a.s.,13.309,°C,1028,hPa,Humid,0,0,,0,30.269,47794,45614.53,7,2500,#N/A
147,2008-08-20 0:00,1:39:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,1.8,min,81.422,%a.s.,13.322,°C,1028,hPa,Humid,0,0,,0,30.271,47791,45613,7,2500,#N/A
151,2008-08-20 0:00,1:39:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,1.85,min,81.444,%a.s.,13.322,°C,1028,hPa,Humid,0,0,,0,30.268,47794,45615.82,7,2500,#N/A
155,2008-08-20 0:00,1:39:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,1.9,min,81.486,%a.s.,13.291,°C,1028,hPa,Humid,0,0,,0,30.268,47787,45614.36,7,2500,#N/A
159,2008-08-20 0:00,1:39:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,1.95,min,81.496,%a.s.,13.316,°C,1028,hPa,Humid,0,0,,0,30.262,47787,45609.41,7,2500,#N/A
163,2008-08-20 0:00,1:39:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,2,min,81.52,%a.s.,13.303,°C,1028,hPa,Humid,0,0,,0,30.261,47782,45612.79,7,2500,#N/A
167,2008-08-20 0:00,1:39:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,2.05,min,81.424,%a.s.,13.316,°C,1028,hPa,Humid,0,0,,0,30.272,47789,45612.44,7,2500,#N/A
171,2008-08-20 0:00,1:39:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,2.1,min,81.443,%a.s.,13.328,°C,1028,hPa,Humid,0,0,,0,30.267,47792,45619.21,7,2500,#N/A
175,2008-08-20 0:00,1:39:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,2.15,min,81.47,%a.s.,13.34,°C,1028,hPa,Humid,0,0,,0,30.261,47790,45613.73,7,2500,#N/A
179,2008-08-20 0:00,1:39:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,2.2,min,81.337,%a.s.,13.353,°C,1028,hPa,Humid,0,0,,0,30.277,47790,45610.55,7,2500,#N/A
183,2008-08-20 0:00,1:39:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,2.251,min,81.426,%a.s.,13.34,°C,1028,hPa,Humid,0,0,,0,30.267,47789,45613.48,7,2500,#N/A
187,2008-08-20 0:00,1:39:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,2.3,min,81.378,%a.s.,13.365,°C,1028,hPa,Humid,0,0,,0,30.269,47790,45613.99,7,2500,#N/A
191,2008-08-20 0:00,1:39:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,2.35,min,81.384,%a.s.,13.371,°C,1028,hPa,Humid,0,0,,0,30.267,47783,45611.65,7,2500,#N/A
195,2008-08-20 0:00,1:39:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,2.4,min,81.338,%a.s.,13.383,°C,1028,hPa,Humid,0,0,,0,30.271,47783,45608.36,7,2500,#N/A
199,2008-08-20 0:00,1:39:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,2.45,min,81.443,%a.s.,13.365,°C,1028,hPa,Humid,0,0,,0,30.26,47785,45609.08,7,2500,#N/A
203,2008-08-20 0:00,1:39:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,2.5,min,81.309,%a.s.,13.383,°C,1028,hPa,Humid,0,0,,0,30.275,47791,45611.94,7,2500,#N/A
207,2008-08-20 0:00,1:39:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,2.55,min,81.397,%a.s.,13.377,°C,1028,hPa,Humid,0,0,,0,30.264,47787,45610.48,7,2500,#N/A
211,2008-08-20 0:00,1:39:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,2.6,min,81.428,%a.s.,13.328,°C,1028,hPa,Humid,0,0,,0,30.269,47786,45615.78,7,2500,#N/A
215,2008-08-20 0:00,1:39:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,2.651,min,81.41,%a.s.,13.346,°C,1028,hPa,Humid,0,0,,0,30.268,47788,45605.38,7,2500,#N/A
219,2008-08-20 0:00,1:39:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,2.7,min,81.416,%a.s.,13.353,°C,1028,hPa,Humid,0,0,,0,30.266,47785,45612.78,7,2500,#N/A
223,2008-08-20 0:00,1:40:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,2.75,min,81.349,%a.s.,13.365,°C,1028,hPa,Humid,0,0,,0,30.273,47778,45607.24,7,2500,#N/A
227,2008-08-20 0:00,1:40:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,2.801,min,81.421,%a.s.,13.365,°C,1028,hPa,Humid,0,0,,0,30.263,47785,45607.4,7,2500,#N/A
231,2008-08-20 0:00,1:40:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,2.85,min,81.289,%a.s.,13.414,°C,1028,hPa,Humid,0,0,,0,30.272,47786,45609.76,7,2500,#N/A
235,2008-08-20 0:00,1:40:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,2.9,min,81.308,%a.s.,13.39,°C,1028,hPa,Humid,0,0,,0,30.274,47783,45608.81,7,2500,#N/A
239,2008-08-20 0:00,1:40:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,2.951,min,81.368,%a.s.,13.377,°C,1028,hPa,Humid,0,0,,0,30.268,47784,45608.21,7,2500,#N/A
243,2008-08-20 0:00,1:40:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,3,min,81.354,%a.s.,13.377,°C,1028,hPa,Humid,0,0,,0,30.27,47782,45608.68,7,2500,#N/A
247,2008-08-20 0:00,1:40:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,3.05,min,81.318,%a.s.,13.414,°C,1028,hPa,Humid,0,0,,0,30.268,47776,45610.57,7,2500,#N/A
251,2008-08-20 0:00,1:40:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,3.1,min,81.203,%a.s.,13.445,°C,1028,hPa,Humid,0,0,,0,30.278,47781,45604.63,7,2500,#N/A
255,2008-08-20 0:00,1:40:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,3.15,min,81.308,%a.s.,13.427,°C,1028,hPa,Humid,0,0,,0,30.267,47776,45603.93,7,2500,#N/A
259,2008-08-20 0:00,1:40:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,3.2,min,8.578,ppm (mg/L),13.445,°C,1028,hPa,Humid,0,0,,0,30.266,47777,45609.9,7,2500,#N/A
263,2008-08-20 0:00,1:40:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,3.25,min,8.586,ppm (mg/L),13.427,°C,1028,hPa,Humid,0,0,,0,30.264,47782,45599.89,7,2500,#N/A
267,2008-08-20 0:00,1:40:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,3.3,min,8.596,ppm (mg/L),13.39,°C,1028,hPa,Humid,0,0,,0,30.266,47784,45601.19,7,2500,#N/A
271,2008-08-20 0:00,1:40:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,3.351,min,8.594,ppm (mg/L),13.402,°C,1028,hPa,Humid,0,0,,0,30.264,47785,45606.49,7,2500,#N/A
275,2008-08-20 0:00,1:40:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,3.4,min,8.586,ppm (mg/L),13.408,°C,1028,hPa,Humid,0,0,,0,30.272,47782,45604.67,7,2500,#N/A
279,2008-08-20 0:00,1:40:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,3.45,min,8.589,ppm (mg/L),13.427,°C,1028,hPa,Humid,0,0,,0,30.26,47784,45606.74,7,2500,#N/A
283,2008-08-20 0:00,1:40:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,3.5,min,8.586,ppm (mg/L),13.433,°C,1028,hPa,Humid,0,0,,0,30.261,47782,45603.57,7,2500,#N/A
287,2008-08-20 0:00,1:40:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,3.55,min,8.581,ppm (mg/L),13.445,°C,1028,hPa,Humid,0,0,,0,30.262,47789,45609.96,7,2500,#N/A
291,2008-08-20 0:00,1:40:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,3.6,min,8.587,ppm (mg/L),13.408,°C,1028,hPa,Humid,0,0,,0,30.27,47783,45604.44,7,2500,#N/A
295,2008-08-20 0:00,1:40:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,3.651,min,8.593,ppm (mg/L),13.39,°C,1028,hPa,Humid,0,0,,0,30.27,47777,45607.59,7,2500,#N/A
299,2008-08-20 0:00,1:40:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,3.7,min,8.603,ppm (mg/L),13.353,°C,1028,hPa,Humid,0,0,,0,30.274,47780,45600.01,7,2500,#N/A
303,2008-08-20 0:00,1:41:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,3.75,min,8.604,ppm (mg/L),13.346,°C,1028,hPa,Humid,0,0,,0,30.275,47780,45604.65,7,2500,#N/A
307,2008-08-20 0:00,1:41:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,3.8,min,8.617,ppm (mg/L),13.309,°C,1028,hPa,Humid,0,0,,0,30.274,47780,45605.73,7,2500,#N/A
311,2008-08-20 0:00,1:41:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,3.85,min,8.628,ppm (mg/L),13.291,°C,1028,hPa,Humid,0,0,,0,30.268,47778,45605.12,7,2500,#N/A
315,2008-08-20 0:00,1:41:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,3.901,min,8.642,ppm (mg/L),13.254,°C,1028,hPa,Humid,0,0,,0,30.267,47774,45608.95,7,2500,#N/A
319,2008-08-20 0:00,1:41:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,3.95,min,8.654,ppm (mg/L),13.248,°C,1028,hPa,Humid,0,0,,0,30.254,47767,45602.4,7,2500,#N/A
323,2008-08-20 0:00,1:41:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,4,min,8.65,ppm (mg/L),13.248,°C,1028,hPa,Humid,0,0,,0,30.259,47773,45610.12,7,2500,#N/A
327,2008-08-20 0:00,1:41:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,4.05,min,8.637,ppm (mg/L),13.285,°C,1028,hPa,Humid,0,0,,0,30.259,47770,45610.05,7,2500,#N/A
331,2008-08-20 0:00,1:41:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,4.1,min,8.632,ppm (mg/L),13.285,°C,1028,hPa,Humid,0,0,,0,30.266,47777,45600.22,7,2500,#N/A
335,2008-08-20 0:00,1:41:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,4.15,min,8.624,ppm (mg/L),13.316,°C,1028,hPa,Humid,0,0,,0,30.263,47777,45608.38,7,2500,#N/A
339,2008-08-20 0:00,1:41:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,4.2,min,8.629,ppm (mg/L),13.297,°C,1028,hPa,Humid,0,0,,0,30.264,47778,45608.04,7,2500,#N/A
343,2008-08-20 0:00,1:41:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,4.25,min,8.624,ppm (mg/L),13.322,°C,1028,hPa,Humid,0,0,,0,30.26,47774,45605.62,7,2500,#N/A
347,2008-08-20 0:00,1:41:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,4.301,min,8.613,ppm (mg/L),13.346,°C,1028,hPa,Humid,0,0,,0,30.264,47772,45610.8,7,2500,#N/A
351,2008-08-20 0:00,1:41:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,4.35,min,8.626,ppm (mg/L),13.297,°C,1028,hPa,Humid,0,0,,0,30.268,47774,45609.69,7,2500,#N/A
355,2008-08-20 0:00,1:41:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,4.4,min,8.644,ppm (mg/L),13.26,°C,1028,hPa,Humid,0,0,,0,30.261,47772,45603.13,7,2500,#N/A
359,2008-08-20 0:00,1:41:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,4.451,min,8.631,ppm (mg/L),13.291,°C,1028,hPa,Humid,0,0,,0,30.264,47776,45610.7,7,2500,#N/A
363,2008-08-20 0:00,1:41:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,4.5,min,8.631,ppm (mg/L),13.279,°C,1028,hPa,Humid,0,0,,0,30.27,47774,45604.96,7,2500,#N/A
367,2008-08-20 0:00,1:41:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,4.55,min,8.625,ppm (mg/L),13.285,°C,1028,hPa,Humid,0,0,,0,30.275,47774,45601.81,7,2500,#N/A
371,2008-08-20 0:00,1:41:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,4.6,min,8.634,ppm (mg/L),13.285,°C,1028,hPa,Humid,0,0,,0,30.263,47773,45602.04,7,2500,#N/A
375,2008-08-20 0:00,1:41:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,4.65,min,8.635,ppm (mg/L),13.291,°C,1028,hPa,Humid,0,0,,0,30.259,47775,45604.66,7,2500,#N/A
379,2008-08-20 0:00,1:41:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,4.701,min,8.631,ppm (mg/L),13.291,°C,1028,hPa,Humid,0,0,,0,30.264,47778,45601.79,7,2500,#N/A
383,2008-08-20 0:00,1:42:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,4.75,min,8.629,ppm (mg/L),13.279,°C,1028,hPa,Humid,0,0,,0,30.272,47776,45598.46,7,2500,#N/A
387,2008-08-20 0:00,1:42:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,4.8,min,8.629,ppm (mg/L),13.309,°C,1028,hPa,Humid,0,0,,0,30.259,47775,45604.27,7,2500,#N/A
391,2008-08-20 0:00,1:42:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,4.85,min,8.607,ppm (mg/L),13.365,°C,1028,hPa,Humid,0,0,,0,30.263,47776,45604.35,7,2500,#N/A
395,2008-08-20 0:00,1:42:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,4.9,min,8.624,ppm (mg/L),13.322,°C,1028,hPa,Humid,0,0,,0,30.26,47770,45607.64,7,2500,#N/A
399,2008-08-20 0:00,1:42:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,4.95,min,8.608,ppm (mg/L),13.346,°C,1028,hPa,Humid,0,0,,0,30.27,47776,45604.45,7,2500,#N/A
403,2008-08-20 0:00,1:42:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,5,min,8.62,ppm (mg/L),13.328,°C,1028,hPa,Humid,0,0,,0,30.262,47776,45605.39,7,2500,#N/A
407,2008-08-20 0:00,1:42:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,5.05,min,8.624,ppm (mg/L),13.303,°C,1028,hPa,Humid,0,0,,0,30.268,47773,45606.98,7,2500,#N/A
411,2008-08-20 0:00,1:42:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,5.1,min,8.625,ppm (mg/L),13.316,°C,1028,hPa,Humid,0,0,,0,30.262,47773,45603.18,7,2500,#N/A
415,2008-08-20 0:00,1:42:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,5.15,min,8.61,ppm (mg/L),13.34,°C,1028,hPa,Humid,0,0,,0,30.27,47768,45603.88,7,2500,#N/A
419,2008-08-20 0:00,1:42:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,5.2,min,8.607,ppm (mg/L),13.383,°C,1028,hPa,Humid,0,0,,0,30.255,47774,45607.04,7,2500,#N/A
423,2008-08-20 0:00,1:42:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,5.251,min,8.605,ppm (mg/L),13.39,°C,1028,hPa,Humid,0,0,,0,30.255,47772,45606.44,7,2500,#N/A
427,2008-08-20 0:00,1:42:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,5.3,min,8.607,ppm (mg/L),13.371,°C,1028,hPa,Humid,0,0,,0,30.26,47776,45600.15,7,2500,#N/A
431,2008-08-20 0:00,1:42:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,5.35,min,8.611,ppm (mg/L),13.365,°C,1028,hPa,Humid,0,0,,0,30.258,47772,45596.59,7,2500,#N/A
435,2008-08-20 0:00,1:42:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,5.4,min,8.632,ppm (mg/L),13.309,°C,1028,hPa,Humid,0,0,,0,30.255,47769,45596.5,7,2500,#N/A
439,2008-08-20 0:00,1:42:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,5.45,min,8.627,ppm (mg/L),13.303,°C,1028,hPa,Humid,0,0,,0,30.264,47771,45610.98,7,2500,#N/A
443,2008-08-20 0:00,1:42:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,5.5,min,8.619,ppm (mg/L),13.309,°C,1028,hPa,Humid,0,0,,0,30.272,47776,45603.1,7,2500,#N/A
447,2008-08-20 0:00,1:42:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,5.55,min,8.639,ppm (mg/L),13.272,°C,1028,hPa,Humid,0,0,,0,30.262,47778,45599.34,7,2500,#N/A
451,2008-08-20 0:00,1:42:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,5.6,min,8.641,ppm (mg/L),13.26,°C,1028,hPa,Humid,0,0,,0,30.265,47765,45605.75,7,2500,#N/A
455,2008-08-20 0:00,1:42:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,5.65,min,8.641,ppm (mg/L),13.272,°C,1028,hPa,Humid,0,0,,0,30.259,47775,45600.61,7,2500,#N/A
459,2008-08-20 0:00,1:42:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,5.7,min,8.621,ppm (mg/L),13.322,°C,1028,hPa,Humid,0,0,,0,30.264,47777,45601.29,7,2500,#N/A
463,2008-08-20 0:00,1:43:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,5.75,min,8.631,ppm (mg/L),13.291,°C,1028,hPa,Humid,0,0,,0,30.265,47782,45603.9,7,2500,#N/A
467,2008-08-20 0:00,1:43:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,5.8,min,8.611,ppm (mg/L),13.353,°C,1028,hPa,Humid,0,0,,0,30.263,47777,45602.96,7,2500,#N/A
471,2008-08-20 0:00,1:43:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,5.85,min,8.618,ppm (mg/L),13.322,°C,1028,hPa,Humid,0,0,,0,30.268,47781,45605.4,7,2500,#N/A
475,2008-08-20 0:00,1:43:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,5.9,min,8.614,ppm (mg/L),13.359,°C,1028,hPa,Humid,0,0,,0,30.257,47771,45605.02,7,2500,#N/A
479,2008-08-20 0:00,1:43:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,5.95,min,8.599,ppm (mg/L),13.383,°C,1028,hPa,Humid,0,0,,0,30.266,47775,45595.94,7,2500,#N/A
483,2008-08-20 0:00,1:43:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,6,min,8.593,ppm (mg/L),13.383,°C,1028,hPa,Humid,0,0,,0,30.273,47780,45601.82,7,2500,#N/A
487,2008-08-20 0:00,1:43:00 PM,Sensor4 (PSt3),2008-08-20 13:27,default,6.05,min,8.6,ppm (mg/L),13.383,°C,1028,hPa,Humid,0,0,,0,30.264,47735,45605.93,7,2500,#N/A
